minute,day_type,micro_regime,call_ret,put_ret,alpha,oracle_side,model_side,spread
300,trend_down,tradable,0.0,0.043953018356084096,-0.021976509178042048,-1,-1,0.034895214203380286
301,trend_down,tradable,0.0,0.0462506149145064,-0.0231253074572532,-1,-1,0.06137684432194249
302,trend_down,tradable,0.0,0.04808341089998949,-0.024041705449994746,-1,-1,0.06272391776000003
303,trend_down,tradable,0.0,0.0556069414921221,-0.02780347074606105,-1,-1,0.0490963031102085
304,trend_down,tradable,0.0,0.03937975252253083,-0.019689876261265414,-1,-1,0.046519808383438686
305,trend_down,tradable,0.0,0.04624958189783153,-0.023124790948915765,-1,-1,0.09070205936246942
306,trend_down,tradable,0.0,0.05231136455609412,-0.02615568227804706,-1,-1,0.08540160414653357
307,trend_down,tradable,0.0,0.03626561775702734,-0.01813280887851367,-1,-1,0.06460201734742324
308,trend_down,tradable,0.0,0.040551935341529795,-0.020275967670764897,-1,-1,0.03760599722835837
309,trend_down,tradable,0.0,0.039368600634355155,-0.019684300317177578,-1,-1,0.0911038411470959
310,trend_down,tradable,0.0,0.040402070599676286,-0.020201035299838143,-1,-1,0.07244095787349009
311,trend_down,tradable,0.0,0.04921932767810269,-0.024609663839051346,-1,-1,0.04188599816408953
312,trend_down,tradable,0.0,0.043847911844563506,-0.021923955922281753,-1,-1,0.08838846244014757
313,trend_down,tradable,0.0,0.045829212006143955,-0.022914606003071977,-1,-1,0.04852981974336762
314,trend_down,tradable,0.0,0.03891934190254651,-0.019459670951273256,-1,-1,0.04646794718909515
315,trend_down,tradable,0.0,0.04617870843142064,-0.02308935421571032,-1,-1,0.06027609152696563
316,trend_down,tradable,0.0,0.04144741002073436,-0.02072370501036718,-1,-1,0.08845880537565137
317,trend_down,tradable,0.0,0.03587012237357233,-0.017935061186786165,-1,-1,0.03270510168788192
318,trend_down,tradable,0.0,0.03900177669357029,-0.019500888346785147,-1,-1,0.0576664257631226
319,trend_down,tradable,0.0,0.04456285003852964,-0.02228142501926482,-1,-1,0.058703415084049596
320,trend_down,tradable,0.0,0.041810565516224175,-0.020905282758112088,-1,-1,0.0988091020075135
321,trend_down,tradable,0.0,0.04076195495179343,-0.020380977475896716,-1,-1,0.08108706724120067
322,trend_down,tradable,0.0,0.031845814052234925,-0.015922907026117462,-1,-1,0.042976269096174
323,trend_down,tradable,0.0,0.035635667850160216,-0.017817833925080108,-1,-1,0.0861904423701856
324,trend_down,tradable,0.0,0.03800701518987091,-0.019003507594935454,-1,-1,0.09606588576725979
325,trend_down,tradable,0.0,0.02848510406788635,-0.014242552033943175,-1,0,0.03245817677767666
326,trend_down,tradable,0.0,0.03826811043590253,-0.019134055217951265,-1,-1,0.09421769124862996
327,trend_down,tradable,0.0,0.04330672888861765,-0.021653364444308824,-1,-1,0.09071964776378086
328,trend_down,tradable,0.0,0.03743901850115,-0.018719509250575,-1,-1,0.08465868481633336
329,trend_down,tradable,0.0,0.03974036647268028,-0.01987018323634014,-1,-1,0.06692203410507913
330,trend_down,tradable,0.0,0.033653577644725645,-0.016826788822362822,-1,-1,0.04668369705534421
331,trend_down,tradable,0.0,0.03329451873527413,-0.016647259367637064,-1,-1,0.08508239670150194
332,trend_down,tradable,0.0,0.02812355301709535,-0.014061776508547674,-1,0,0.06661633494955205
333,trend_down,tradable,0.0,0.032461683478376864,-0.016230841739188432,-1,-1,0.09425019976380139
334,trend_down,tradable,0.0,0.03842162408359112,-0.01921081204179556,-1,-1,0.0990640122804261
335,trend_down,tradable,0.0,0.030809023699248695,-0.015404511849624348,-1,-1,0.08514549954472109
336,trend_down,tradable,0.0,0.035994997090545246,-0.017997498545272623,-1,-1,0.08391351794764987
337,trend_down,tradable,0.0,0.025258540508534422,-0.012629270254267211,-1,0,0.03171155886174104
338,trend_down,tradable,0.0,0.03457636278629558,-0.01728818139314779,-1,-1,0.033864696969558634
339,trend_down,tradable,0.0,0.029734505474585584,-0.014867252737292792,-1,0,0.09616038013695409
340,chop,tradable,0.0,0.03140734536584863,-0.015703672682924316,-1,-1,0.04511473533018862
341,chop,tradable,0.0,0.02501884951002985,-0.012509424755014925,-1,0,0.03190274934483095
342,chop,tradable,0.0,0.023262367316086066,-0.011631183658043033,-1,0,0.06721290430868077
343,chop,tradable,0.0,0.029171653861061707,-0.014585826930530853,-1,0,0.09216410865104088
344,chop,tradable,0.0,0.031683801701082696,-0.015841900850541348,-1,-1,0.09806423735535187
345,chop,tradable,0.0,0.027361019102600356,-0.013680509551300178,-1,0,0.044824051442641726
346,chop,tradable,0.0,0.03174403611055008,-0.01587201805527504,-1,-1,0.03518403783583515
347,chop,tradable,0.0,0.025974331428359258,-0.012987165714179629,-1,0,0.07416384054408585
348,chop,tradable,0.0,0.01950944468283288,-0.00975472234141644,-1,0,0.06131749262544767
349,chop,tradable,0.0,0.024054919553817042,-0.012027459776908521,-1,0,0.04824926469351612
350,chop,tradable,0.0,0.013816160175525276,-0.006908080087762638,-1,0,0.07802349086541302
351,chop,tradable,0.0,0.020896167130985598,-0.010448083565492799,-1,0,0.04516356549288299
352,chop,tradable,0.0,0.020145363647671232,-0.010072681823835616,-1,0,0.05028838796946441
353,chop,tradable,0.0,0.011494269926567378,-0.005747134963283689,-1,0,0.039455585455226684
354,chop,tradable,0.0,0.01816458794681958,-0.00908229397340979,-1,0,0.06127871896899068
355,chop,tradable,0.0,0.019016287244753807,-0.009508143622376904,-1,0,0.08200344169006576
356,chop,tradable,0.0,0.019648550685044786,-0.009824275342522393,-1,0,0.07338035725657482
357,chop,tradable,0.0,0.017496176668051738,-0.008748088334025869,-1,0,0.08162605961084081
358,chop,tradable,0.0,0.012687332430250144,-0.006343666215125072,-1,0,0.06454546063054388
359,chop,tradable,0.0,0.01145377703378087,-0.005726888516890435,-1,0,0.04518412859640518
360,chop,tradable,0.0,0.01283412828997468,-0.00641706414498734,-1,0,0.08134265099598852
361,chop,tradable,0.0,0.012496953958642927,-0.0062484769793214635,-1,0,0.04171554997509255
362,chop,tradable,0.0,0.009721843872294907,-0.004860921936147454,-1,0,0.08317501366144764
363,chop,tradable,0.0,0.009740015509886577,-0.004870007754943288,-1,0,0.0894811133980859
364,chop,tradable,0.0,0.016219149066263792,-0.008109574533131896,-1,0,0.048400993251184785
365,chop,tradable,0.0,0.00850406771557024,-0.00425203385778512,-1,0,0.07473190471852717
366,chop,tradable,0.0,0.007725208404917179,-0.0038626042024585893,-1,0,0.08829859382630587
367,chop,tradable,0.0,0.003622198510226155,-0.0018110992551130774,-1,0,0.09342747675356272
368,chop,tradable,0.0,0.007823007164889593,-0.003911503582444797,-1,0,0.06925441621934085
369,chop,tradable,0.0,0.00867181471481309,-0.004335907357406545,-1,0,0.053348494853484876
370,chop,tradable,0.0,0.0025525450421193738,-0.0012762725210596869,-1,0,0.06123976370063091
371,chop,tradable,0.0,0.003917748292079021,-0.0019588741460395106,-1,0,0.052145302013570066
372,chop,tradable,0.0,0.004638673897202608,-0.002319336948601304,-1,0,0.033845449243836846
373,chop,tradable,0.0,0.004483249650254947,-0.0022416248251274735,-1,0,0.07245964346368008
374,chop,tradable,0.0,0.0076939332700653035,-0.0038469666350326517,-1,0,0.09251367393272769
375,chop,tradable,0.0,0.0014781428234408639,-0.0007390714117204319,-1,0,0.04050277047737471
376,chop,tradable,0.0,8.954735530520251e-05,-4.4773677652601256e-05,-1,0,0.09672038659387681
377,chop,tradable,0.005814420706566026,0.0006540662645401268,0.0025801772210129496,1,0,0.045709112487228046
378,chop,tradable,0.004159766311542128,0.0,0.002079883155771064,1,0,0.06074249592441543
379,chop,tradable,0.0,0.0,0.0,0,0,0.07981940746435714
380,chop,tradable,0.0,0.0,0.0,0,0,0.03297862723527435
381,dislocation,tradable,0.0,0.000548397880280204,-0.000274198940140102,-1,0,0.08770908798784449
382,chop,tradable,0.00842224003674366,0.0,0.00421112001837183,1,0,0.09474737308948618
383,chop,tradable,0.005190828668373722,0.0,0.002595414334186861,1,0,0.09341315531724449
384,chop,tradable,0.008227541499214631,0.0,0.0041137707496073156,1,0,0.07296797790663082
385,chop,tradable,0.006590644998848472,0.0,0.003295322499424236,1,0,0.08178390185963053
386,chop,tradable,0.00641776392900585,0.0,0.003208881964502925,1,0,0.06568812562399345
387,chop,tradable,0.0041862271824065905,0.0,0.0020931135912032953,1,0,0.04223651703631036
388,chop,tradable,0.0058206248881502946,0.0,0.0029103124440751473,1,0,0.04506706237254049
389,chop,tradable,0.007119338365674752,0.0,0.003559669182837376,1,0,0.07330624283554224
